tx,ty,tz,sx,sy,sz,s_roll,s_pitch,s_yaw
-0.04258027300238609,-0.0642697885632515,1.227399230003357,-0.06376230054217331,-0.07984360991560616,1.2333456691364741,1.3776510705630463,-0.005415315086515733,-0.06592508944770648
-0.04287250339984894,-0.0621703639626503,1.2282133102416992,-0.0670441526229664,-0.07707004091792778,1.2337990764041515,1.382306142443998,0.026354007535830976,-0.06547138030516406
-0.04260630160570145,-0.06435465067625046,1.2273317575454712,-0.0765307057140058,-0.07157540579189599,1.2330470068284105,1.392702104254003,0.07096244120734498,-0.04012834323778872
-0.04289645701646805,-0.062247298657894135,1.2281533479690552,-0.07972165308171185,-0.06862405769531071,1.2290496443572132,1.3754374464260917,0.022230819307803178,-0.044813139000409265
-0.04262663051486015,-0.0644223690032959,1.227278232574463,-0.0805207890621323,-0.06586405690275053,1.2272987160972948,1.3820372090493405,0.04979751468531405,-0.045018198984773695
-0.04291496425867081,-0.062306925654411316,1.2281068563461304,-0.07732344016081802,-0.06866193315454458,1.2267602716416817,1.3883259173084066,0.043564666643081104,-0.055238964931442765
-0.04264232516288757,-0.06447487324476242,1.2272366285324097,-0.07184640510512809,-0.07197866633037339,1.225353820299678,1.379015859503858,0.026437933004771336,-0.07373896159578947
-0.04292936250567436,-0.06235315278172493,1.2280707359313965,-0.07586341671694669,-0.07074202539327888,1.229038891158314,1.3947507783359439,0.0480746027857918,-0.055432884314599265
-0.04265356808900833,-0.06444617360830307,1.2272402048110962,-0.07427332331928418,-0.07098507545425266,1.227961375594623,1.3828145641980392,0.006986532822352842,-0.0627491086482573
-0.04293951392173767,-0.0622827410697937,1.2280958890914917,-0.07195495298432465,-0.07305306114634147,1.2272074429205238,1.3908354803361223,0.0008391095818745318,-0.06500389279205361
-0.04266313463449478,-0.06445398181676865,1.2272273302078247,-0.07668565442153082,-0.07096639530033957,1.2287821709744036,1.3960984815397874,0.0512272528947673,-0.0406174064194837
